controller,seed,window_size,start_step,end_step,count_noise_std,target_noise_std,hidden_weather_regime,hidden_weather_temp_c,hidden_weather_rain,hidden_weather_humidity,hidden_weather_wind,ground_truth_motorcycle_stopped_count,ground_truth_motorcycle_moving_count,ground_truth_car_stopped_count,ground_truth_car_moving_count,observed_motorcycle_stopped_count,observed_motorcycle_moving_count,observed_car_stopped_count,observed_car_moving_count,ground_truth_total_co2,ground_truth_total_co,ground_truth_total_nox,observed_total_co2,observed_total_co,observed_total_nox,measurement_error_co2,measurement_error_co,measurement_error_nox
fixed,0,10,0,9,0.030000,0.050000,heat,36.334439,0.008573,0.556702,0.071984,0,25,0,13,0,26,0,13,940.477670,46.704543,8.165209,983.316895,46.488946,8.405379,42.839225,-0.215597,0.240170
fixed,0,10,10,19,0.030000,0.050000,humid,29.939354,0.113413,0.732173,0.139359,6,67,1,65,6,64,1,62,4080.841081,191.961907,35.100063,4108.010743,183.507597,42.276283,27.169662,-8.454310,7.176220
fixed,0,10,20,29,0.030000,0.050000,clear,29.117672,0.000000,0.488187,0.160250,23,62,39,96,23,63,38,95,6498.866179,313.707926,55.281153,6728.230666,284.005358,60.805955,229.364486,-29.702569,5.524801
fixed,0,10,30,39,0.030000,0.050000,humid,30.785283,0.097721,0.776560,0.116997,24,67,33,159,23,67,34,154,9419.942276,440.916504,81.460209,10058.261850,438.968304,82.291246,638.319574,-1.948199,0.831037
fixed,0,10,40,49,0.030000,0.050000,rain,23.711553,0.644199,0.946175,0.248839,51,71,57,134,50,72,58,141,9831.163970,470.273317,85.048781,9944.140938,462.003226,87.870813,112.976968,-8.270091,2.822032
fixed,0,10,50,59,0.030000,0.050000,clear,25.397854,0.065469,0.403380,0.191296,86,33,78,112,85,32,83,109,8444.448930,422.148352,71.988950,8269.026446,437.144300,73.369982,-175.422484,14.995948,1.381032
fixed,0,10,60,69,0.030000,0.050000,rain,24.646190,0.425194,0.915775,0.261094,61,91,80,133,59,93,80,138,10063.879965,507.471099,88.950020,9360.839096,483.914973,82.041371,-703.040869,-23.556125,-6.908650
fixed,0,10,70,79,0.030000,0.050000,heat,36.832845,0.000000,0.555053,0.079318,47,157,68,171,50,160,65,172,12201.720698,600.621823,105.901422,11435.191904,625.201573,107.902518,-766.528794,24.579750,2.001095
fixed,0,10,80,89,0.030000,0.050000,heat,37.556286,0.000000,0.539275,0.037568,86,95,80,134,89,95,78,135,10465.735128,524.325630,90.456170,11315.549267,520.541553,85.319232,849.814138,-3.784077,-5.136937
fixed,0,10,90,99,0.030000,0.050000,rain,24.686432,0.489621,0.864181,0.190302,80,95,103,111,83,95,103,110,9867.839622,514.473181,86.948485,10108.755874,508.235091,89.489295,240.916252,-6.238090,2.540810
fixed,0,10,100,109,0.030000,0.050000,clear,28.216660,0.047203,0.512265,0.210772,46,139,80,146,45,131,81,149,10899.493886,546.005700,94.909741,11077.585650,586.277327,96.211379,178.091764,40.271627,1.301638
fixed,0,10,110,119,0.030000,0.050000,clear,28.110316,0.085619,0.489794,0.139358,84,81,124,116,86,82,131,116,10283.463898,527.547405,88.116710,10307.757299,504.038795,84.821824,24.293401,-23.508611,-3.294886
fixed,0,10,120,129,0.030000,0.050000,heat,36.727283,0.006595,0.579349,0.094345,105,74,151,101,104,73,148,100,10758.575846,557.531794,93.762619,10305.813530,530.218434,93.284140,-452.762317,-27.313360,-0.478478
fixed,0,10,130,139,0.030000,0.050000,humid,31.364402,0.001065,0.848139,0.144687,42,157,55,178,43,158,57,174,11743.097487,582.543396,104.165017,11895.511529,568.560191,96.413246,152.414042,-13.983204,-7.751771
fixed,0,10,140,149,0.030000,0.050000,rain,22.966772,0.529662,0.970555,0.206391,66,100,72,105,69,98,73,104,9484.612787,471.674760,83.086223,10235.478477,484.149200,86.249233,750.865691,12.474441,3.163010
fixed,0,10,150,159,0.030000,0.050000,rain,24.340379,0.576721,0.918225,0.251614,84,79,50,103,83,79,49,101,8386.615389,423.660458,72.866343,8181.691275,412.275451,73.939612,-204.924115,-11.385007,1.073269
fixed,0,10,160,169,0.030000,0.050000,clear,27.416645,0.000000,0.549607,0.122917,41,114,33,136,42,120,34,135,9312.517110,450.418135,80.653406,9623.292789,472.939807,69.118821,310.775680,22.521671,-11.534584
fixed,0,10,170,179,0.030000,0.050000,heat,35.501696,0.000000,0.607250,0.104447,56,46,64,108,56,45,64,108,8519.200792,407.462711,71.521089,7838.603766,369.407838,69.563588,-680.597026,-38.054873,-1.957501
fixed,0,10,180,189,0.030000,0.050000,humid,31.577102,0.001787,0.819450,0.152711,63,47,98,95,63,46,102,92,8546.008728,429.322928,71.748828,8345.227815,408.455844,75.302682,-200.780912,-20.867084,3.553854
fixed,0,10,190,199,0.030000,0.050000,clear,27.248160,0.019160,0.521401,0.222889,38,78,67,172,39,78,67,171,10992.136655,533.795890,94.979041,11736.987793,496.575587,103.883165,744.851138,-37.220303,8.904124
ai,0,10,0,9,0.030000,0.050000,rain,24.241698,0.576026,0.879734,0.239841,0,25,0,13,0,26,0,14,964.336117,47.657214,8.452302,940.824194,46.908755,7.603160,-23.511923,-0.748459,-0.849142
ai,0,10,10,19,0.030000,0.050000,humid,32.122447,0.004647,0.756675,0.151836,7,66,0,66,7,63,0,68,4082.060242,192.090804,35.171430,4264.407397,201.491644,35.219817,182.347154,9.400840,0.048387
ai,0,10,20,29,0.030000,0.050000,heat,36.365335,0.098623,0.606886,0.097044,37,54,13,120,39,54,13,119,7307.853467,337.679984,62.907817,6903.739761,318.049889,70.097161,-404.113706,-19.630095,7.189344
ai,0,10,30,39,0.030000,0.050000,heat,35.826306,0.000000,0.640618,0.128883,36,76,32,125,38,77,33,124,8220.680754,389.637693,70.980265,8396.298378,383.551468,71.428839,175.617624,-6.086225,0.448574
ai,0,10,40,49,0.030000,0.050000,clear,26.923432,0.020099,0.497900,0.216068,5,115,37,131,5,113,37,139,8429.176072,405.733631,72.903029,8124.069681,423.822048,69.022095,-305.106391,18.088417,-3.880934
ai,0,10,50,59,0.030000,0.050000,rain,26.054759,0.571505,0.947490,0.225788,14,62,46,154,14,63,49,155,9271.117955,438.732927,80.969440,9054.021537,455.997112,78.258734,-217.096418,17.264185,-2.710706
ai,0,10,60,69,0.030000,0.050000,heat,33.963649,0.045206,0.586655,0.096100,40,52,101,101,42,51,102,102,8410.007466,417.982195,72.074230,7647.970044,419.698421,74.657553,-762.037422,1.716226,2.583323
ai,0,10,70,79,0.030000,0.050000,humid,31.664953,0.089790,0.738159,0.161414,39,118,50,162,38,122,49,169,10290.788669,507.397649,90.746395,9713.978862,480.365775,94.937139,-576.809807,-27.031875,4.190744
ai,0,10,80,89,0.030000,0.050000,humid,29.454836,0.180001,0.746942,0.168949,44,149,52,151,44,145,53,153,10509.741611,521.528056,91.989953,9012.542909,487.395549,91.405707,-1497.198702,-34.132507,-0.584246
ai,0,10,90,99,0.030000,0.050000,heat,36.206127,0.038048,0.623261,0.152719,51,109,51,144,50,112,53,151,9799.842771,485.610062,85.824826,9616.671734,437.798379,95.004738,-183.171037,-47.811683,9.179911
ai,0,10,100,109,0.030000,0.050000,heat,36.056026,0.039919,0.520230,0.089824,24,125,50,120,24,130,51,120,8770.439296,432.362756,77.344409,8233.325437,431.822948,77.843258,-537.113859,-0.539808,0.498849
ai,0,10,110,119,0.030000,0.050000,heat,36.090972,0.000000,0.531259,0.092110,13,130,60,147,13,136,59,139,10600.228712,504.817011,91.521924,9539.921361,505.665218,93.645220,-1060.307351,0.848207,2.123296
ai,0,10,120,129,0.030000,0.050000,heat,35.145116,0.000000,0.663571,0.079438,25,86,51,115,24,85,48,112,8263.640527,396.282029,72.077790,8689.968216,432.877893,79.918204,426.327689,36.595864,7.840414
ai,0,10,130,139,0.030000,0.050000,heat,34.278523,0.000000,0.547478,0.115189,52,68,69,66,55,69,64,66,6563.972361,332.509009,56.636530,5987.103298,347.277892,60.025028,-576.869063,14.768883,3.388499
ai,0,10,140,149,0.030000,0.050000,clear,28.849250,0.119528,0.467956,0.168664,46,90,24,105,46,88,24,111,7265.557702,355.381632,63.266930,8022.537607,368.161302,59.685660,756.979905,12.779670,-3.581269
ai,0,10,150,159,0.030000,0.050000,humid,30.589422,0.036204,0.761489,0.153499,36,111,14,105,37,112,14,110,7422.395270,360.835193,64.061281,7160.154581,379.839357,71.088229,-262.240689,19.004164,7.026948
ai,0,10,160,169,0.030000,0.050000,clear,27.204867,0.013101,0.492629,0.213748,38,71,26,99,40,73,26,99,6994.726436,332.827886,58.889512,7015.086267,327.647279,56.788534,20.359831,-5.180607,-2.100978
ai,0,10,170,179,0.030000,0.050000,clear,28.560178,0.000000,0.498724,0.186822,16,61,34,104,16,60,33,105,6920.592998,326.484090,58.784286,7090.669135,294.896002,58.311791,170.076138,-31.588088,-0.472495
ai,0,10,180,189,0.030000,0.050000,clear,26.198316,0.000000,0.430097,0.189771,7,67,47,140,7,65,47,139,8955.390904,416.985949,75.564113,8997.953132,433.946132,76.368450,42.562228,16.960183,0.804338
ai,0,10,190,199,0.030000,0.050000,clear,28.562448,0.000000,0.539691,0.226645,12,49,71,139,12,48,69,138,9459.429378,441.347117,79.594073,9295.199274,442.627951,83.249295,-164.230104,1.280834,3.655222
fixed,1,10,0,9,0.030000,0.050000,rain,25.364142,0.487860,0.952512,0.225488,0,37,0,22,0,36,0,21,1541.556483,73.780417,13.813496,1527.308577,71.837647,14.153892,-14.247906,-1.942770,0.340396
fixed,1,10,10,19,0.030000,0.050000,clear,29.173188,0.071740,0.435975,0.153870,3,79,10,101,3,81,9,107,6226.920442,284.105419,53.188597,6719.385479,309.056143,53.619630,492.465037,24.950724,0.431033
fixed,1,10,20,29,0.030000,0.050000,humid,31.271485,0.125640,0.691543,0.128320,24,58,38,105,25,59,38,105,6996.973200,330.259062,60.134635,6794.567638,306.635403,60.898514,-202.405562,-23.623659,0.763879
fixed,1,10,30,39,0.030000,0.050000,humid,30.502477,0.145374,0.738541,0.146680,15,87,31,130,15,87,30,133,8226.798572,390.392287,72.073369,8509.313688,363.362107,72.189191,282.515116,-27.030179,0.115822
fixed,1,10,40,49,0.030000,0.050000,clear,27.448257,0.000000,0.514245,0.193861,26,64,60,136,26,67,62,134,8938.073115,427.019804,75.918849,7950.464030,403.302896,79.140198,-987.609084,-23.716908,3.221349
fixed,1,10,50,59,0.030000,0.050000,rain,21.188591,0.542571,0.880894,0.214449,55,87,108,79,52,90,109,78,9019.484982,458.407147,77.646672,8478.872780,484.265142,78.393680,-540.612201,25.857995,0.747008
fixed,1,10,60,69,0.030000,0.050000,rain,23.208576,0.524286,0.984230,0.199344,66,128,77,158,66,124,72,165,12096.269295,602.817746,106.974590,12202.319349,676.488391,108.775415,106.050054,73.670645,1.800825
fixed,1,10,70,79,0.030000,0.050000,clear,27.281553,0.013825,0.554708,0.223444,49,126,63,209,49,127,64,211,13678.039377,651.034671,116.860015,13678.826349,628.607740,113.432812,0.786971,-22.426931,-3.427203
fixed,1,10,80,89,0.030000,0.050000,rain,22.717103,0.571769,0.916165,0.253474,65,97,100,123,62,101,104,123,11297.128206,552.896732,98.239120,11582.499718,568.153137,100.402383,285.371512,15.256405,2.163263
fixed,1,10,90,99,0.030000,0.050000,humid,31.516809,0.003152,0.771026,0.109850,63,126,93,133,64,129,88,139,10617.560938,541.424051,92.830316,10244.659778,485.643615,97.775894,-372.901160,-55.780436,4.945578
fixed,1,10,100,109,0.030000,0.050000,heat,36.736476,0.044827,0.602457,0.068521,67,108,69,209,67,110,70,216,13297.482898,646.362238,116.096303,12780.935706,684.063893,125.174020,-516.547192,37.701655,9.077718
fixed,1,10,110,119,0.030000,0.050000,heat,35.535223,0.000000,0.565008,0.042265,92,69,114,140,92,67,110,132,11216.578355,562.836657,96.423554,11029.900721,534.297917,94.805947,-186.677634,-28.538740,-1.617607
fixed,1,10,120,129,0.030000,0.050000,clear,27.030720,0.000000,0.471770,0.250665,108,55,129,130,105,55,126,133,11003.569172,560.567257,94.113115,11198.326918,550.112192,89.934595,194.757747,-10.455064,-4.178520
fixed,1,10,130,139,0.030000,0.050000,humid,32.382568,0.016358,0.741565,0.127829,63,94,81,203,65,94,81,197,13117.268144,637.613866,113.829600,13702.013125,608.844526,119.232627,584.744981,-28.769340,5.403027
fixed,1,10,140,149,0.030000,0.050000,humid,32.303571,0.078776,0.792868,0.200042,84,46,137,176,81,46,135,171,13963.439092,668.730893,117.594638,14384.797427,685.920434,121.397562,421.358335,17.189541,3.802924
fixed,1,10,150,159,0.030000,0.050000,rain,23.748933,0.489177,0.877524,0.225450,95,38,147,223,94,40,150,223,16782.781250,799.323837,142.957925,16116.697852,791.286378,143.224117,-666.083398,-8.037459,0.266192
fixed,1,10,160,169,0.030000,0.050000,humid,31.831945,0.138969,0.785778,0.132098,73,97,99,234,74,92,102,237,15084.238556,739.909402,131.377961,14223.746486,718.052336,124.164193,-860.492070,-21.857066,-7.213767
fixed,1,10,170,179,0.030000,0.050000,clear,29.531166,0.028790,0.484051,0.161225,110,61,147,196,115,58,148,198,15219.549811,739.731664,127.894094,13314.853208,720.131233,124.905836,-1904.696603,-19.600431,-2.988258
fixed,1,10,180,189,0.030000,0.050000,heat,36.275798,0.000000,0.538021,0.076089,146,55,214,140,150,58,216,141,14847.631978,759.024027,126.349128,13716.076513,674.388903,125.767997,-1131.555465,-84.635124,-0.581130
fixed,1,10,190,199,0.030000,0.050000,humid,30.502686,0.000000,0.736644,0.119085,74,152,98,232,73,157,99,222,15420.977669,770.687508,134.650552,15656.864394,738.016894,137.157264,235.886725,-32.670615,2.506712
ai,1,10,0,9,0.030000,0.050000,clear,27.634692,0.055481,0.515642,0.167879,0,37,0,22,0,38,0,21,1490.883479,71.823204,13.188659,1406.008932,73.857302,13.592942,-84.874547,2.034098,0.404283
ai,1,10,10,19,0.030000,0.050000,heat,35.405636,0.000000,0.644962,0.139562,2,80,8,103,2,80,8,105,6321.084375,288.059487,54.380173,6797.974909,286.907664,56.340350,476.890534,-1.151823,1.960177
ai,1,10,20,29,0.030000,0.050000,rain,23.599985,0.567884,0.856459,0.225963,8,74,32,116,8,74,34,115,7632.629738,355.662604,66.857512,7597.456272,343.273474,67.125379,-35.173466,-12.389131,0.267868
ai,1,10,30,39,0.030000,0.050000,rain,24.338916,0.597315,0.883870,0.223125,24,65,33,122,25,67,34,122,8110.052732,377.102233,70.619444,8173.623603,401.866423,63.353489,63.570871,24.764190,-7.265955
ai,1,10,40,49,0.030000,0.050000,clear,29.976531,0.042143,0.449235,0.148599,32,68,27,157,32,70,26,157,9277.667255,429.845261,79.204142,9673.126983,415.947016,84.757545,395.459728,-13.898245,5.553403
ai,1,10,50,59,0.030000,0.050000,rain,24.174888,0.494994,0.928919,0.270268,24,128,30,129,24,132,31,128,8934.419946,435.121349,78.974674,8530.364253,411.959302,80.343197,-404.055693,-23.162047,1.368523
ai,1,10,60,69,0.030000,0.050000,heat,35.430560,0.000770,0.578112,0.119310,65,101,43,132,67,102,43,135,9610.096126,465.180682,82.302489,8815.020333,458.360159,77.855079,-795.075793,-6.820524,-4.447410
ai,1,10,70,79,0.030000,0.050000,humid,31.347440,0.151803,0.696569,0.154955,40,110,44,154,41,110,43,157,10452.465445,501.019495,90.598618,11112.676245,474.751259,90.117894,660.210800,-26.268236,-0.480724
ai,1,10,80,89,0.030000,0.050000,humid,31.392230,0.085514,0.789913,0.073769,34,121,55,146,34,123,52,146,10449.878793,502.842507,90.889830,10916.446424,502.543046,86.379330,466.567631,-0.299460,-4.510500
ai,1,10,90,99,0.030000,0.050000,rain,24.446651,0.503525,0.878516,0.191653,54,119,31,168,54,114,32,163,11002.827155,527.740308,97.196624,10844.523408,544.216883,86.302319,-158.303747,16.476575,-10.894305
ai,1,10,100,109,0.030000,0.050000,heat,37.452828,0.036635,0.527040,0.042071,49,102,30,174,52,99,29,181,10215.070658,497.294105,90.108411,9572.054141,501.162619,91.760387,-643.016516,3.868514,1.651975
ai,1,10,110,119,0.030000,0.050000,clear,28.238582,0.022117,0.479813,0.220105,43,90,41,163,43,87,43,160,9911.253736,478.058214,85.668858,9712.858595,503.965096,86.688951,-198.395141,25.906882,1.020094
ai,1,10,120,129,0.030000,0.050000,humid,32.536689,0.114333,0.791454,0.144437,40,72,48,149,41,75,49,150,9613.789378,460.374241,83.294435,9500.248799,456.104651,72.711845,-113.540579,-4.269590,-10.582590
ai,1,10,130,139,0.030000,0.050000,heat,35.079158,0.000000,0.597141,0.102950,44,58,84,134,43,55,89,134,9876.636602,477.301252,83.914326,10097.878100,448.833720,80.179337,221.241498,-28.467532,-3.734989
ai,1,10,140,149,0.030000,0.050000,rain,21.850181,0.539638,0.907356,0.259684,20,84,38,233,21,87,36,238,13743.083386,628.574491,119.566023,14102.217921,676.806391,124.156947,359.134535,48.231899,4.590924
ai,1,10,150,159,0.030000,0.050000,clear,30.487465,0.000000,0.525487,0.164142,44,57,89,243,43,55,95,243,15465.629597,709.732427,129.908957,15551.313970,715.210296,136.756234,85.684373,5.477868,6.847277
ai,1,10,160,169,0.030000,0.050000,clear,28.041414,0.022150,0.456041,0.173584,25,98,111,171,25,101,111,172,12553.900003,604.380007,106.328911,11697.346808,548.236284,118.579192,-856.553195,-56.143724,12.250281
ai,1,10,170,179,0.030000,0.050000,clear,28.840191,0.102592,0.445578,0.199153,43,70,92,201,43,71,92,204,13196.484652,627.413427,113.294330,13012.480553,643.135435,125.525032,-184.004098,15.722008,12.230702
ai,1,10,180,189,0.030000,0.050000,rain,21.012039,0.540084,0.861691,0.265706,41,97,127,194,40,100,126,196,15250.175261,725.801924,130.729682,15483.061714,675.855560,134.374531,232.886453,-49.946364,3.644848
ai,1,10,190,199,0.030000,0.050000,heat,36.597863,0.000000,0.544668,0.050174,50,85,76,193,46,88,74,191,12663.324999,606.596722,110.183815,13900.634086,659.041414,111.172853,1237.309086,52.444693,0.989038
fixed,2,10,0,9,0.030000,0.050000,heat,35.657904,0.000000,0.546445,0.081779,0,15,0,22,0,16,0,21,1230.828097,56.668048,10.406316,1235.719953,59.880346,9.715484,4.891856,3.212299,-0.690832
fixed,2,10,10,19,0.030000,0.050000,clear,27.323113,0.000258,0.456300,0.203175,15,97,5,68,15,98,5,68,4663.651473,232.783392,40.313922,4457.898107,248.915569,39.939083,-205.753367,16.132177,-0.374838
fixed,2,10,20,29,0.030000,0.050000,heat,37.460587,0.000000,0.627176,0.033728,78,62,50,74,82,63,51,71,6578.447309,334.814958,55.954018,6682.713002,332.471074,49.807936,104.265693,-2.343884,-6.146082
fixed,2,10,30,39,0.030000,0.050000,rain,23.543443,0.552754,0.912366,0.269131,41,79,34,144,41,80,35,141,9463.343303,449.862887,83.106398,9385.527744,428.334911,76.928245,-77.815559,-21.527976,-6.178153
fixed,2,10,40,49,0.030000,0.050000,heat,36.867717,0.025401,0.565795,0.102901,20,93,55,147,19,97,56,147,10080.455610,476.772794,86.859731,9375.676178,517.231497,91.202135,-704.779432,40.458703,4.342404
fixed,2,10,50,59,0.030000,0.050000,clear,28.081970,0.000000,0.455496,0.150607,48,63,100,87,46,61,98,82,8185.869872,407.884908,68.883512,9039.822409,401.695029,62.134410,853.952536,-6.189879,-6.749103
fixed,2,10,60,69,0.030000,0.050000,clear,27.745550,0.006524,0.446838,0.165627,57,65,82,137,56,67,78,139,9911.042533,484.718098,85.410573,8959.876351,485.167225,82.083812,-951.166182,0.449128,-3.326761
fixed,2,10,70,79,0.030000,0.050000,clear,27.490613,0.000000,0.470148,0.098259,23,112,66,214,22,110,67,206,13106.466182,622.104132,112.521677,13553.495157,621.605437,108.342393,447.028975,-0.498694,-4.179285
fixed,2,10,80,89,0.030000,0.050000,heat,37.293147,0.000000,0.576402,0.121992,30,61,117,134,28,61,118,135,10482.968612,512.491415,89.870217,11183.576145,559.589253,92.129588,700.607534,47.097838,2.259372
fixed,2,10,90,99,0.030000,0.050000,heat,34.357102,0.000000,0.621759,0.105506,23,90,96,138,23,88,93,133,9768.118073,493.072472,85.798492,9290.837797,450.407894,88.763779,-477.280276,-42.664578,2.965287
fixed,2,10,100,109,0.030000,0.050000,clear,28.015256,0.079502,0.503260,0.176221,63,54,72,181,63,53,71,182,11449.374759,547.577380,97.901088,11367.375121,527.852819,97.776094,-81.999639,-19.724561,-0.124995
fixed,2,10,110,119,0.030000,0.050000,heat,37.646696,0.000000,0.524117,0.102703,83,56,105,91,82,56,109,90,8551.861203,441.238407,73.147871,8251.699277,481.789783,72.905400,-300.161925,40.551375,-0.242471
fixed,2,10,120,129,0.030000,0.050000,rain,24.851414,0.544663,0.913824,0.238209,102,78,107,119,100,74,114,120,10800.509424,552.374544,94.001038,11331.882526,568.718420,92.525981,531.373102,16.343875,-1.475057
fixed,2,10,130,139,0.030000,0.050000,humid,30.899289,0.087317,0.662503,0.120823,36,184,67,176,36,192,67,174,12871.981499,629.697326,112.562104,11682.970982,640.250308,115.105111,-1189.010517,10.552982,2.543007
fixed,2,10,140,149,0.030000,0.050000,rain,22.767502,0.596785,0.891130,0.211675,77,120,100,109,77,118,102,106,11121.531295,552.112105,96.691587,10680.638946,584.481598,102.609602,-440.892349,32.369493,5.918015
fixed,2,10,150,159,0.030000,0.050000,humid,32.624155,0.019560,0.707814,0.153934,110,67,111,96,110,69,118,96,10009.242380,502.368979,84.865983,10093.059052,518.036066,95.003515,83.816672,15.667087,10.137532
fixed,2,10,160,169,0.030000,0.050000,clear,27.802533,0.000000,0.539033,0.182884,69,154,60,216,66,149,60,210,14067.157995,687.115542,122.321133,14092.373126,699.905823,126.414805,25.215131,12.790281,4.093672
fixed,2,10,170,179,0.030000,0.050000,heat,38.599567,0.000000,0.617916,0.091241,133,87,122,225,135,87,127,226,16830.615175,815.228411,143.458277,16856.538728,832.148075,152.456120,25.923553,16.919664,8.997844
fixed,2,10,180,189,0.030000,0.050000,heat,36.144021,0.000000,0.625274,0.054386,130,79,228,119,126,79,221,121,14359.959394,744.500466,121.885566,15737.061968,802.428837,110.097590,1377.102574,57.928372,-11.787976
fixed,2,10,190,199,0.030000,0.050000,humid,29.978812,0.163863,0.708198,0.107808,124,108,153,207,122,111,145,210,15827.194198,805.170766,138.019276,15333.665903,812.940611,133.456834,-493.528295,7.769845,-4.562442
ai,2,10,0,9,0.030000,0.050000,clear,29.758575,0.000000,0.411800,0.172245,0,15,0,22,0,16,0,23,1213.936787,56.042982,10.208229,1125.306323,53.004830,10.908219,-88.630463,-3.038151,0.699990
ai,2,10,10,19,0.030000,0.050000,rain,23.088984,0.544266,0.879785,0.289182,7,105,2,71,7,104,2,71,4968.196100,244.569082,43.968033,5384.047431,263.968166,43.844743,415.851332,19.399083,-0.123290
ai,2,10,20,29,0.030000,0.050000,rain,24.136025,0.514053,0.998923,0.192286,46,94,7,117,45,91,7,114,7823.648878,370.898021,67.830733,8339.699162,379.634504,68.619433,516.050284,8.736483,0.788700
ai,2,10,30,39,0.030000,0.050000,humid,30.999815,0.079218,0.784125,0.137534,30,64,20,121,29,61,20,126,7551.412450,351.528881,65.412574,8213.192720,325.820985,64.479853,661.780270,-25.707895,-0.932720
ai,2,10,40,49,0.030000,0.050000,clear,28.222123,0.000000,0.496854,0.142846,3,86,26,142,3,86,26,143,8744.567199,397.498736,74.091598,9116.905299,393.307877,79.266939,372.338101,-4.190859,5.175341
ai,2,10,50,59,0.030000,0.050000,clear,27.877839,0.038237,0.550228,0.177895,9,81,26,119,9,81,26,118,7392.716908,349.004056,63.801086,6912.184610,348.627204,63.754127,-480.532298,-0.376852,-0.046959
ai,2,10,60,69,0.030000,0.050000,rain,22.681523,0.525607,0.774160,0.225127,30,57,36,115,31,57,36,117,7800.734553,368.530347,67.490058,7231.366800,383.519343,71.516025,-569.367753,14.988996,4.025967
ai,2,10,70,79,0.030000,0.050000,humid,31.290072,0.090309,0.707656,0.139471,4,91,32,175,4,91,31,181,10297.976029,476.577009,88.853454,10794.821440,476.373999,91.427661,496.845411,-0.203009,2.574208
ai,2,10,80,89,0.030000,0.050000,clear,28.444148,0.001657,0.451999,0.201262,5,64,57,137,5,62,56,142,8298.328675,400.428371,71.712648,7946.750303,420.227301,63.848947,-351.578372,19.798930,-7.863701
ai,2,10,90,99,0.030000,0.050000,rain,23.338139,0.539560,0.924944,0.247880,30,62,67,129,30,63,66,121,9209.901515,441.258474,79.799060,9188.255763,451.620122,79.969587,-21.645752,10.361648,0.170527
ai,2,10,100,109,0.030000,0.050000,rain,22.872963,0.555497,0.947252,0.207662,27,95,29,150,26,92,30,151,9409.147229,451.069780,83.480472,9640.640796,477.532402,76.236058,231.493568,26.462622,-7.244414
ai,2,10,110,119,0.030000,0.050000,heat,34.415156,0.050476,0.626313,0.065293,30,97,56,105,27,92,57,102,8083.165012,399.085190,69.888359,9140.776394,341.021139,76.498217,1057.611382,-58.064051,6.609858
ai,2,10,120,129,0.030000,0.050000,rain,24.251085,0.533675,0.937650,0.218759,40,86,33,136,40,91,33,132,9244.284363,438.762596,80.121262,8516.109180,456.041378,79.668921,-728.175182,17.278782,-0.452341
ai,2,10,130,139,0.030000,0.050000,clear,29.186340,0.000000,0.436560,0.160075,59,97,47,112,59,97,47,112,8341.864350,412.079551,71.839325,8017.852131,439.888894,71.220788,-324.012219,27.809343,-0.618537
ai,2,10,140,149,0.030000,0.050000,clear,26.576036,0.000000,0.440458,0.162753,52,145,39,139,50,147,40,132,10198.563485,491.638748,88.304451,10622.759500,530.871439,91.974140,424.196015,39.232691,3.669689
ai,2,10,150,159,0.030000,0.050000,rain,23.679451,0.566670,0.870050,0.192255,49,114,33,121,48,109,35,115,9233.490254,441.632802,80.647561,9699.416305,452.516424,72.814916,465.926051,10.883622,-7.832644
ai,2,10,160,169,0.030000,0.050000,humid,31.740325,0.000000,0.732101,0.088424,63,116,41,176,61,119,38,188,11575.152485,555.304572,99.573253,10833.499242,557.424667,100.451123,-741.653243,2.120095,0.877871
ai,2,10,170,179,0.030000,0.050000,humid,32.797265,0.044174,0.792338,0.127254,77,111,20,269,74,110,20,278,15191.333899,710.922212,131.299982,14258.617750,676.813987,128.993055,-932.716149,-34.108225,-2.306927
ai,2,10,180,189,0.030000,0.050000,heat,35.653368,0.008101,0.587594,0.113817,106,98,75,199,103,103,78,209,13569.864223,665.607727,116.838387,13116.504020,745.161699,117.242628,-453.360203,79.553971,0.404241
ai,2,10,190,199,0.030000,0.050000,rain,24.951086,0.478466,0.879593,0.249222,91,129,91,154,91,128,92,154,12456.165842,628.985636,108.703949,12228.411286,664.929151,117.184479,-227.754557,35.943515,8.480529
fixed,3,10,0,9,0.030000,0.050000,humid,31.226185,0.013784,0.792021,0.133407,0,25,0,30,0,24,0,30,1768.934668,80.974533,15.076328,1911.153608,82.333448,14.524020,142.218940,1.358914,-0.552308
fixed,3,10,10,19,0.030000,0.050000,clear,28.031660,0.017883,0.443289,0.164612,8,34,19,52,8,35,19,51,3529.643512,165.846777,29.688537,4039.568295,166.832663,26.731339,509.924783,0.985886,-2.957198
fixed,3,10,20,29,0.030000,0.050000,heat,36.804010,0.019241,0.621207,0.082286,26,50,37,77,27,49,38,77,5774.307503,276.584974,49.058613,5671.641783,284.552299,49.882503,-102.665721,7.967325,0.823891
fixed,3,10,30,39,0.030000,0.050000,heat,35.241113,0.000000,0.590558,0.101226,24,98,18,136,25,96,18,136,8435.944923,401.375109,73.315493,8409.335279,432.039638,67.328354,-26.609643,30.664529,-5.987139
fixed,3,10,40,49,0.030000,0.050000,rain,21.998150,0.555760,0.917185,0.236837,36,101,50,142,37,99,47,138,10355.313996,492.158779,89.743013,11246.797017,452.016859,90.223321,891.483021,-40.141920,0.480308
